Heb Sort,Grk Sort,BSB Sort,Language,Vs,Original Word,Translit,Parsing,Parsing Detailed,Strongs,Verse,Heading,Cross References,BSB Version,Footnotes,BDB / Thayers
999999,111896,417392,Greek,29698,Παῦλος,Paulos,N-NMS,Noun - Nominative Masculine Singular,3972,1 Timothy 1:1,Paul’s Greeting to Timothy,(2 Timothy 1:1–2)," Paul , ",,"Paul, Paulus. Of Latin origin; Paulus, the name of a Roman and of an apostle."
999999,111897,417393,Greek,29698,ἀπόστολος,apostolos,N-NMS,Noun - Nominative Masculine Singular,652,,,, an apostle ,,"From apostello; a delegate; specially, an ambassador of the Gospel; officially a commissioner of Christ."
999999,111898,417394,Greek,29698,Χριστοῦ,Christou,N-GMS,Noun - Genitive Masculine Singular,5547,,,, of Christ ,,"Anointed One; the Messiah, the Christ. From chrio; Anointed One, i.e. The Messiah, an epithet of Jesus."
999999,111899,417395,Greek,29698,Ἰησοῦ,Iēsou,N-GMS,Noun - Genitive Masculine Singular,2424,,,, Jesus ,,"Of Hebrew origin; Jesus, the name of our Lord and two other Israelites."
999999,111900,417396,Greek,29698,κατ’,kat’,Prep,Preposition,2596,,,, by ,,"A primary particle; down, in varied relations (genitive, dative or accusative) with which it is joined)."
999999,111901,417397,Greek,29698,ἐπιταγὴν,epitagēn,N-AFS,Noun - Accusative Feminine Singular,2003,,,, [the] command ,,"Instruction, command, order, authority. From epitasso; an injunction or decree; by implication, authoritativeness."
999999,111902,417398,Greek,29698,Θεοῦ,Theou,N-GMS,Noun - Genitive Masculine Singular,2316,,,, of God ,,"A deity, especially the supreme Divinity; figuratively, a magistrate; by Hebraism, very."
999999,111904,417399,Greek,29698,ἡμῶν,hēmōn,PPro-G1P,Personal / Possessive Pronoun - Genitive 1st Person Plural,1473,,,, our ,,"I, the first-person pronoun. A primary pronoun of the first person I."
999999,111903,417400,Greek,29698,Σωτῆρος,Sōtēros,N-GMS,Noun - Genitive Masculine Singular,4990,,,, Savior ,,"A savior, deliverer, preserver. From sozo; a deliverer, i.e. God or Christ."
999999,111905,417401,Greek,29698,καὶ,kai,Conj,Conjunction,2532,,,, and ,,"And, even, also, namely. "
999999,111906,417402,Greek,29698,Χριστοῦ,Christou,N-GMS,Noun - Genitive Masculine Singular,5547,,,, of Christ ,,"Anointed One; the Messiah, the Christ. From chrio; Anointed One, i.e. The Messiah, an epithet of Jesus."
999999,111907,417403,Greek,29698,Ἰησοῦ,Iēsou,N-GMS,Noun - Genitive Masculine Singular,2424,,,, Jesus ,,"Of Hebrew origin; Jesus, the name of our Lord and two other Israelites."
