Heb Sort,Grk Sort,BSB Sort,Language,Vs,Original Word,Translit,Parsing,Parsing Detailed,Strongs,Verse,Heading,Cross References,BSB Version,Footnotes,BDB / Thayers
999999,109591,415087,Greek,29562,Παῦλος,Paulos,N-NMS,Noun - Nominative Masculine Singular,3972,1 Thessalonians 1:1,Greetings to the Thessalonians,(2 Thessalonians 1:1–4)," Paul , ",,"Paul, Paulus. Of Latin origin; Paulus, the name of a Roman and of an apostle."
999999,109592,415088,Greek,29562,καὶ,kai,Conj,Conjunction,2532,,,, - ,,"And, even, also, namely. "
999999,109593,415089,Greek,29562,Σιλουανὸς,Silouanos,N-NMS,Noun - Nominative Masculine Singular,4610,,,," Silvanus , ","That is, Silas","Silvanus, a Roman citizen and a helper of Paul. Of Latin origin; |silvan|; Silvanus, a Christian."
999999,109594,415090,Greek,29562,καὶ,kai,Conj,Conjunction,2532,,,, and ,,"And, even, also, namely. "
999999,109595,415091,Greek,29562,Τιμόθεος,Timotheos,N-NMS,Noun - Nominative Masculine Singular,5095,,,," Timothy , ",,"Timothy, a Christian of Lystra, helper of Paul. From time and theos; dear to God; Timotheus, a Christian."
999999,109596,415092,Greek,29562,Τῇ,Tē,Art-DFS,Article - Dative Feminine Singular,3588,,,, To the ,,"The, the definite article. Including the feminine he, and the neuter to in all their inflections; the definite article; the."
999999,109597,415093,Greek,29562,ἐκκλησίᾳ,ekklēsia,N-DFS,Noun - Dative Feminine Singular,1577,,,, church ,,"From a compound of ek and a derivative of kaleo; a calling out, i.e. a popular meeting, especially a religious congregation."
999999,109598,415094,Greek,29562,Θεσσαλονικέων,Thessalonikeōn,N-GMP,Noun - Genitive Masculine Plural,2331,,,, of the Thessalonians ,,"A Thessalonian. From Thessalonike; a Thessalonican, i.e. Inhabitant of Thessalonice."
999999,109599,415095,Greek,29562,ἐν,en,Prep,Preposition,1722,,,, in ,,"In, on, among. A primary preposition denoting position, and instrumentality, i.e. A relation of rest; |in, | at, on, by, etc."
999999,109600,415096,Greek,29562,Θεῷ,Theō,N-DMS,Noun - Dative Masculine Singular,2316,,,, God ,,"A deity, especially the supreme Divinity; figuratively, a magistrate; by Hebraism, very."
